ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Categoría detectada,Categoría final,Urgencia_num
2381,Ana,77.0,F,Cartagena,la contaminación del río está aumentando.,Seguridad,No urgente,2023-05-28,0,0,1,Medio Ambiente,Medio Ambiente,1
2382,Juan,73.0,F,Cúcuta,la contaminación del río está aumentando.,Seguridad,No urgente,2024-05-02,1,1,0,Medio Ambiente,Medio Ambiente,1
2384,Camilo,20.0,Otro,Bogotá,la contaminación del río está aumentando.,Salud,No urgente,2023-10-30,0,0,1,Medio Ambiente,Medio Ambiente,1
2387,Valentina,80.0,F,Manizales,la contaminación del río está aumentando.,Educación,No urgente,2023-07-07,0,1,0,Medio Ambiente,Medio Ambiente,1
2389,Ana,44.0,M,Manizales,hay problemas con la recolección de basura.,Salud,Urgente,2024-01-18,1,0,0,Medio Ambiente,Medio Ambiente,1
2393,Laura,48.0,F,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-07-13,0,1,1,,Medio Ambiente,1
2395,Carlos,38.0,F,Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-04-23,1,0,1,Medio Ambiente,Medio Ambiente,1
2396,Sofía,26.0,M,Santa Marta,hay problemas con la recolección de basura.,Salud,Urgente,2024-01-03,0,1,0,Medio Ambiente,Medio Ambiente,1
2398,Pedro,71.0,Otro,Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-09-16,0,0,0,Medio Ambiente,Medio Ambiente,1
2400,Pedro,65.0,F,Medellín,la contaminación del río está aumentando.,Salud,Urgente,2024-08-26,0,1,0,Medio Ambiente,Medio Ambiente,1
2404,Pedro,48.0,M,Bogotá,hay problemas con la recolección de basura.,Educación,No urgente,2023-04-14,0,1,0,Medio Ambiente,Medio Ambiente,1
2408,Carlos,70.0,F,Cali,falta agua potable en varias casas.,Seguridad,Urgente,2023-05-22,0,1,0,Medio Ambiente,Medio Ambiente,1
2409,Ana,15.0,M,Santa Marta,hay problemas con la recolección de basura.,Salud,No urgente,2024-05-03,0,0,1,Medio Ambiente,Medio Ambiente,1
2410,Pedro,44.0,F,Medellín,falta agua potable en varias casas.,Salud,Urgente,2024-08-23,1,0,1,Medio Ambiente,Medio Ambiente,1
2412,Laura,62.0,M,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-05-01,1,1,1,,Medio Ambiente,1
2413,Ana,59.0,M,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-04-19,0,1,0,,Medio Ambiente,1
2416,Jorge,74.0,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-02-17,0,1,0,,Medio Ambiente,1
2417,María,79.0,M,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-08-24,1,0,1,,Medio Ambiente,1
2419,Juan,27.0,M,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-05-03,1,0,0,Medio Ambiente,Medio Ambiente,1
2420,Jorge,25.0,Otro,Bogotá,la contaminación del río está aumentando.,Salud,Urgente,2023-09-18,1,0,0,Medio Ambiente,Medio Ambiente,1
2423,Juan,75.0,M,Pereira,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-09-13,1,1,0,,Medio Ambiente,1
2425,Sofía,74.0,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-04-30,0,0,0,,Medio Ambiente,0
2427,María,48.0,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-12-25,1,0,1,,Medio Ambiente,1
2429,Carlos,20.0,Otro,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-04-09,1,0,0,,Medio Ambiente,1
2431,Ana,77.0,M,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-05-25,0,0,0,,Medio Ambiente,1
2432,Carlos,59.0,F,Medellín,la contaminación del río está aumentando.,Salud,Urgente,2023-04-08,0,0,1,Medio Ambiente,Medio Ambiente,1
2433,Ana,43.0,F,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-07-02,0,0,1,Medio Ambiente,Medio Ambiente,1
2434,Camilo,42.0,M,Pereira,falta agua potable en varias casas.,Seguridad,No urgente,2023-10-25,1,0,0,Medio Ambiente,Medio Ambiente,1
2437,Camilo,48.0,F,Bogotá,falta agua potable en varias casas.,Educación,Urgente,2023-07-27,1,0,1,Medio Ambiente,Medio Ambiente,1
2440,Juan,60.0,M,Medellín,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-10-19,1,0,0,Medio Ambiente,Medio Ambiente,1
2442,Laura,17.0,F,Cali,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-12-25,1,0,0,,Medio Ambiente,1
2445,Carlos,21.0,F,Cali,falta agua potable en varias casas.,Seguridad,No urgente,2024-05-19,0,1,0,Medio Ambiente,Medio Ambiente,1
2446,Camilo,61.0,M,Pereira,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-07-21,1,1,1,,Medio Ambiente,0
2449,Valentina,28.0,M,Pereira,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-04-12,0,0,0,,Medio Ambiente,0
2450,Camilo,54.0,Otro,Medellín,hay problemas con la recolección de basura.,Salud,Urgente,2024-04-30,1,0,0,Medio Ambiente,Medio Ambiente,1
2451,Juan,48.0,F,Santa Marta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-01-06,1,1,1,,Medio Ambiente,1
2452,Sofía,61.0,Otro,Medellín,falta agua potable en varias casas.,Seguridad,Urgente,2024-02-14,0,0,1,Medio Ambiente,Medio Ambiente,1
2453,Valentina,21.0,M,Bogotá,la contaminación del río está aumentando.,Educación,Urgente,2023-03-17,1,1,1,Medio Ambiente,Medio Ambiente,1
2457,Pedro,26.0,M,Medellín,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-06-28,0,1,1,Medio Ambiente,Medio Ambiente,1
2458,Juan,66.0,F,Manizales,hay problemas con la recolección de basura.,Educación,No urgente,2024-02-02,0,0,1,Medio Ambiente,Medio Ambiente,1
2459,Camilo,26.0,F,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-06-01,0,0,1,,Medio Ambiente,1
2464,Laura,76.0,Otro,Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-11-08,0,1,0,Medio Ambiente,Medio Ambiente,1
2465,María,66.0,F,Pereira,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-03-12,1,1,0,,Medio Ambiente,0
2466,Sofía,17.0,F,Bogotá,la contaminación del río está aumentando.,Salud,No urgente,2024-03-23,0,1,1,Medio Ambiente,Medio Ambiente,1
2467,Pedro,79.0,Otro,Bogotá,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-08-01,0,1,1,,Medio Ambiente,1
2470,Carlos,54.0,F,Barranquilla,la contaminación del río está aumentando.,Salud,No urgente,2024-06-17,0,0,0,Medio Ambiente,Medio Ambiente,1
2473,Ana,22.0,M,Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-05-28,1,1,1,Medio Ambiente,Medio Ambiente,1
2474,María,17.0,Otro,Bucaramanga,la contaminación del río está aumentando.,Seguridad,No urgente,2023-08-20,0,0,1,Medio Ambiente,Medio Ambiente,1
2479,María,41.0,M,Barranquilla,hay problemas con la recolección de basura.,Educación,Urgente,2024-03-06,1,1,0,Medio Ambiente,Medio Ambiente,1
2483,Ana,53.0,M,Cali,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-01-27,0,0,1,Medio Ambiente,Medio Ambiente,1
2484,Jorge,35.0,Otro,Bogotá,hay problemas con la recolección de basura.,Educación,Urgente,2023-08-07,1,0,0,Medio Ambiente,Medio Ambiente,1
2485,Carlos,28.0,M,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-05-06,0,1,0,,Medio Ambiente,0
2486,Laura,18.0,Otro,Cali,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-06-09,0,0,1,Medio Ambiente,Medio Ambiente,1
2489,Laura,26.0,M,Santa Marta,la contaminación del río está aumentando.,Seguridad,No urgente,2024-07-01,1,1,1,Medio Ambiente,Medio Ambiente,1
2490,Pedro,50.0,Otro,Pereira,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-10-02,1,1,1,,Medio Ambiente,1
2492,María,48.0,M,Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-07-15,1,1,0,Medio Ambiente,Medio Ambiente,1
2494,Juan,79.0,F,Bucaramanga,la contaminación del río está aumentando.,Seguridad,No urgente,2024-01-18,1,0,1,Medio Ambiente,Medio Ambiente,1
2495,Pedro,32.0,M,Santa Marta,falta agua potable en varias casas.,Educación,No urgente,2024-04-08,1,1,0,Medio Ambiente,Medio Ambiente,1
2496,Camilo,51.0,F,Cali,falta agua potable en varias casas.,Seguridad,Urgente,2023-04-16,1,1,0,Medio Ambiente,Medio Ambiente,1
2500,Ana,46.0,F,Cartagena,falta agua potable en varias casas.,Seguridad,Urgente,2024-04-02,1,1,0,Medio Ambiente,Medio Ambiente,1
2504,Sofía,60.0,M,Barranquilla,la contaminación del río está aumentando.,Salud,Urgente,2024-07-06,0,0,1,Medio Ambiente,Medio Ambiente,1
2505,Juan,58.0,M,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-07-14,1,0,0,,Medio Ambiente,1
2513,Sofía,19.0,Otro,Manizales,la contaminación del río está aumentando.,Salud,No urgente,2024-09-27,0,0,1,Medio Ambiente,Medio Ambiente,1
2514,Juan,30.0,F,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-09-17,1,1,0,,Medio Ambiente,1
2515,Carlos,60.0,M,Barranquilla,hay problemas con la recolección de basura.,Salud,No urgente,2024-09-15,1,0,0,Medio Ambiente,Medio Ambiente,1
2521,María,15.0,F,Cúcuta,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-06-25,1,0,1,,Medio Ambiente,1
2522,María,48.0,M,Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-11-11,1,0,1,Medio Ambiente,Medio Ambiente,1
2523,Juan,46.0,F,Cali,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-03-25,1,0,0,,Medio Ambiente,1
2525,María,23.0,F,Manizales,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-03-09,0,0,1,,Medio Ambiente,0
2527,Carlos,72.0,Otro,Bogotá,falta agua potable en varias casas.,Salud,Urgente,2023-12-31,0,0,0,Medio Ambiente,Medio Ambiente,1
2528,María,42.0,F,Pereira,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-06-13,1,1,0,Medio Ambiente,Medio Ambiente,1
2529,María,36.0,F,Cúcuta,falta agua potable en varias casas.,Seguridad,Urgente,2023-07-09,0,1,1,Medio Ambiente,Medio Ambiente,1
2530,Juan,35.0,M,Santa Marta,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-10-15,0,0,0,,Medio Ambiente,1
2532,Valentina,45.0,F,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-05-24,0,0,0,,Medio Ambiente,0
2538,Valentina,50.0,M,Cartagena,hay problemas con la recolección de basura.,Educación,No urgente,2023-02-09,0,1,1,Medio Ambiente,Medio Ambiente,1
2543,Jorge,52.0,M,Santa Marta,falta agua potable en varias casas.,Salud,No urgente,2023-01-31,0,1,1,Medio Ambiente,Medio Ambiente,1
2545,Juan,78.0,F,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-07-09,0,0,0,,Medio Ambiente,1
2547,Ana,61.0,M,Cartagena,hay problemas con la recolección de basura.,Salud,No urgente,2024-08-13,0,0,1,Medio Ambiente,Medio Ambiente,1
2548,Ana,57.0,M,Cartagena,hay problemas con la recolección de basura.,Salud,No urgente,2023-12-28,1,1,0,Medio Ambiente,Medio Ambiente,1
2552,Valentina,73.0,M,Manizales,hay problemas con la recolección de basura.,Educación,Urgente,2023-07-29,0,0,1,Medio Ambiente,Medio Ambiente,1
2555,Juan,15.0,F,Cali,falta agua potable en varias casas.,Salud,No urgente,2023-04-09,1,0,0,Medio Ambiente,Medio Ambiente,1
2558,Pedro,31.0,F,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-01-10,1,1,1,,Medio Ambiente,1
2560,Camilo,32.0,M,Santa Marta,la contaminación del río está aumentando.,Educación,Urgente,2023-03-02,1,0,0,Medio Ambiente,Medio Ambiente,1
2563,Carlos,34.0,Otro,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-05-22,1,0,0,,Medio Ambiente,1
2564,Laura,37.0,M,Barranquilla,la contaminación del río está aumentando.,Salud,No urgente,2023-12-28,0,1,1,Medio Ambiente,Medio Ambiente,1
2571,Laura,16.0,M,Cali,hay problemas con la recolección de basura.,Educación,Urgente,2023-10-13,1,0,1,Medio Ambiente,Medio Ambiente,1
2572,María,50.0,F,Cartagena,la contaminación del río está aumentando.,Salud,Urgente,2024-07-19,1,0,0,Medio Ambiente,Medio Ambiente,1
2573,Laura,49.0,Otro,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-01-15,1,0,1,Medio Ambiente,Medio Ambiente,1
2579,Juan,36.0,F,Cartagena,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-10-15,1,0,0,,Medio Ambiente,1
2580,Jorge,45.0,Otro,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,2023-04-23,0,1,0,Medio Ambiente,Medio Ambiente,1
2581,Sofía,18.0,F,Santa Marta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-10-02,0,0,0,,Medio Ambiente,1
2583,Jorge,34.0,F,Bucaramanga,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-10-09,1,0,0,Medio Ambiente,Medio Ambiente,1
2584,Camilo,71.0,M,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,2024-07-12,0,0,1,Medio Ambiente,Medio Ambiente,1
2588,Carlos,28.0,Otro,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-08-09,0,1,0,,Medio Ambiente,0
2590,Laura,63.0,Otro,Manizales,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-03-31,0,1,1,,Medio Ambiente,0
2594,Jorge,56.0,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-11-09,0,0,0,,Medio Ambiente,1
2598,Juan,42.0,Otro,Barranquilla,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-09-04,1,0,1,Medio Ambiente,Medio Ambiente,1
2599,Valentina,18.0,F,Pereira,la contaminación del río está aumentando.,Educación,Urgente,2024-11-07,1,0,0,Medio Ambiente,Medio Ambiente,1
2601,Valentina,40.0,Otro,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-02-08,1,1,1,,Medio Ambiente,1
2603,Ana,55.0,Otro,Pereira,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-09-24,0,0,1,,Medio Ambiente,1
2605,Sofía,45.0,F,Cali,hay problemas con la recolección de basura.,Salud,Urgente,2024-07-24,0,0,0,Medio Ambiente,Medio Ambiente,1
2606,Juan,46.0,Otro,Barranquilla,falta agua potable en varias casas.,Educación,No urgente,2024-03-21,1,1,1,Medio Ambiente,Medio Ambiente,1
2616,Sofía,62.0,F,Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-10-29,0,1,0,,Medio Ambiente,1
2621,María,58.0,M,Cúcuta,hay problemas con la recolección de basura.,Salud,Urgente,2023-04-24,1,0,1,Medio Ambiente,Medio Ambiente,1
2623,Valentina,48.0,M,Bucaramanga,falta agua potable en varias casas.,Educación,Urgente,2023-02-11,1,1,0,Medio Ambiente,Medio Ambiente,1
2624,Valentina,59.0,Otro,Santa Marta,la contaminación del río está aumentando.,Salud,Urgente,2024-08-09,1,0,0,Medio Ambiente,Medio Ambiente,1
2625,Ana,23.0,F,Santa Marta,falta agua potable en varias casas.,Educación,No urgente,2024-06-19,1,0,0,Medio Ambiente,Medio Ambiente,1
2626,Valentina,25.0,Otro,Cali,la contaminación del río está aumentando.,Educación,Urgente,2024-03-09,1,0,0,Medio Ambiente,Medio Ambiente,1
2627,Laura,71.0,F,Medellín,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-10-01,1,0,0,,Medio Ambiente,1
2635,Sofía,70.0,M,Manizales,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-06-05,1,1,0,Medio Ambiente,Medio Ambiente,1
2637,Valentina,54.0,M,Cartagena,hay problemas con la recolección de basura.,Salud,No urgente,2024-11-25,0,1,0,Medio Ambiente,Medio Ambiente,1
2638,Laura,58.0,F,Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-03-08,1,1,0,Medio Ambiente,Medio Ambiente,1
2641,Pedro,53.0,M,Cartagena,la contaminación del río está aumentando.,Educación,Urgente,2023-08-18,1,1,1,Medio Ambiente,Medio Ambiente,1
2645,Carlos,60.0,F,Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-03-14,1,1,1,Medio Ambiente,Medio Ambiente,1
2648,Laura,44.0,Otro,Santa Marta,falta agua potable en varias casas.,Seguridad,No urgente,2024-11-03,0,0,1,Medio Ambiente,Medio Ambiente,1
2649,Camilo,39.0,F,Santa Marta,falta agua potable en varias casas.,Seguridad,No urgente,2023-03-16,0,0,1,Medio Ambiente,Medio Ambiente,1
2653,Laura,32.0,Otro,Cúcuta,falta agua potable en varias casas.,Salud,No urgente,2024-07-17,1,0,0,Medio Ambiente,Medio Ambiente,1
2660,Juan,30.0,Otro,Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-03-24,1,0,0,,Medio Ambiente,1
2666,Juan,50.0,M,Bucaramanga,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-03-21,1,0,0,Medio Ambiente,Medio Ambiente,1
2671,Valentina,29.0,Otro,Cali,falta agua potable en varias casas.,Salud,No urgente,2023-10-23,0,1,1,Medio Ambiente,Medio Ambiente,1
2673,Camilo,50.0,Otro,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-07-03,1,1,1,Medio Ambiente,Medio Ambiente,1
2679,Valentina,18.0,M,Cúcuta,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-04-15,1,0,1,,Medio Ambiente,1
2681,María,16.0,Otro,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,2024-04-13,0,1,0,Medio Ambiente,Medio Ambiente,1
2684,Sofía,24.0,M,Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-11-26,0,0,0,,Medio Ambiente,1
2685,Ana,61.0,Otro,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-03-14,1,0,0,,Medio Ambiente,1
2689,Camilo,66.0,M,Bucaramanga,falta agua potable en varias casas.,Salud,No urgente,2024-11-04,0,1,1,Medio Ambiente,Medio Ambiente,1
2696,Sofía,75.0,M,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-02-08,1,0,0,,Medio Ambiente,1
2699,Ana,48.0,M,Cali,falta agua potable en varias casas.,Educación,No urgente,2024-03-21,0,1,0,Medio Ambiente,Medio Ambiente,1
2700,Ana,46.0,Otro,Cúcuta,falta agua potable en varias casas.,Educación,No urgente,2024-08-17,0,0,1,Medio Ambiente,Medio Ambiente,1
2701,Valentina,46.0,M,Pereira,hay problemas con la recolección de basura.,Salud,Urgente,2024-11-10,1,1,1,Medio Ambiente,Medio Ambiente,1
2702,Valentina,19.0,Otro,Bogotá,hay problemas con la recolección de basura.,Educación,Urgente,2024-04-29,0,0,1,Medio Ambiente,Medio Ambiente,1
2703,Jorge,17.0,M,Medellín,falta agua potable en varias casas.,Seguridad,Urgente,2024-11-13,1,0,1,Medio Ambiente,Medio Ambiente,1
2706,Juan,68.0,F,Bogotá,falta agua potable en varias casas.,Salud,No urgente,2023-08-09,1,1,1,Medio Ambiente,Medio Ambiente,1
2709,Valentina,48.0,M,Barranquilla,la contaminación del río está aumentando.,Educación,Urgente,2023-07-10,1,0,0,Medio Ambiente,Medio Ambiente,1
2710,Jorge,60.0,Otro,Pereira,hay problemas con la recolección de basura.,Educación,No urgente,2023-02-15,1,0,0,Medio Ambiente,Medio Ambiente,1
2713,Sofía,25.0,Otro,Bucaramanga,falta agua potable en varias casas.,Salud,No urgente,2023-02-01,0,0,1,Medio Ambiente,Medio Ambiente,1
2714,Camilo,38.0,M,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-10-29,0,0,1,,Medio Ambiente,1
2717,María,39.0,Otro,Cúcuta,la contaminación del río está aumentando.,Educación,Urgente,2023-10-30,1,0,1,Medio Ambiente,Medio Ambiente,1
2718,María,24.0,Otro,Bogotá,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-12-25,1,1,0,,Medio Ambiente,1
2728,Jorge,17.0,Otro,Bogotá,la contaminación del río está aumentando.,Salud,Urgente,2023-06-18,0,0,1,Medio Ambiente,Medio Ambiente,1
2729,María,21.0,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-06-24,0,0,0,,Medio Ambiente,0
2730,Ana,48.0,F,Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-04-02,0,1,0,,Medio Ambiente,1
2733,Juan,23.0,M,Cúcuta,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-07-01,1,0,1,,Medio Ambiente,0
2735,Jorge,24.0,M,Cali,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-03-25,0,0,0,Medio Ambiente,Medio Ambiente,1
2736,Jorge,42.0,M,Bucaramanga,la contaminación del río está aumentando.,Educación,No urgente,2023-03-14,0,0,0,Medio Ambiente,Medio Ambiente,1
2739,Laura,58.0,F,Bucaramanga,falta agua potable en varias casas.,Seguridad,No urgente,2023-11-21,1,0,0,Medio Ambiente,Medio Ambiente,1
2740,María,21.0,Otro,Cali,la contaminación del río está aumentando.,Seguridad,No urgente,2024-03-22,1,0,1,Medio Ambiente,Medio Ambiente,1
2742,Sofía,74.0,Otro,Bucaramanga,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-02-25,1,0,1,Medio Ambiente,Medio Ambiente,1
2743,Laura,73.0,F,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-02-07,1,1,0,,Medio Ambiente,1
2744,Ana,77.0,M,Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-06-17,1,0,1,,Medio Ambiente,1
2745,Sofía,15.0,M,Pereira,la contaminación del río está aumentando.,Educación,No urgente,2023-03-21,1,1,1,Medio Ambiente,Medio Ambiente,1
2749,Jorge,64.0,M,Bucaramanga,la contaminación del río está aumentando.,Educación,Urgente,2024-10-27,0,1,1,Medio Ambiente,Medio Ambiente,1
2755,Sofía,55.0,Otro,Barranquilla,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-04-22,0,0,0,Medio Ambiente,Medio Ambiente,1
2756,Juan,58.0,M,Barranquilla,la contaminación del río está aumentando.,Educación,No urgente,2024-05-11,0,1,1,Medio Ambiente,Medio Ambiente,1
2757,Sofía,57.0,Otro,Manizales,la contaminación del río está aumentando.,Salud,Urgente,2023-12-04,0,1,0,Medio Ambiente,Medio Ambiente,1
2761,Laura,61.0,F,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-01-28,0,1,1,,Medio Ambiente,1
2762,Jorge,43.0,F,Pereira,la contaminación del río está aumentando.,Salud,No urgente,2023-10-24,1,0,0,Medio Ambiente,Medio Ambiente,1
2763,Sofía,22.0,Otro,Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-01-07,0,0,0,Medio Ambiente,Medio Ambiente,1
2765,Pedro,67.0,M,Barranquilla,la contaminación del río está aumentando.,Educación,Urgente,2023-10-06,0,0,1,Medio Ambiente,Medio Ambiente,1
2768,Sofía,41.0,F,Cali,la contaminación del río está aumentando.,Seguridad,Urgente,2024-05-08,0,0,1,Medio Ambiente,Medio Ambiente,1
2769,María,43.0,F,Bogotá,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-03-18,0,1,0,,Medio Ambiente,1
2770,Jorge,17.0,M,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-05-22,0,0,0,,Medio Ambiente,1
2772,Valentina,40.0,M,Barranquilla,falta agua potable en varias casas.,Educación,No urgente,2023-07-06,1,0,1,Medio Ambiente,Medio Ambiente,1
2773,Carlos,32.0,Otro,Santa Marta,hay problemas con la recolección de basura.,Educación,Urgente,2023-07-29,1,0,0,Medio Ambiente,Medio Ambiente,1
2778,Valentina,50.0,M,Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-12-27,0,1,1,,Medio Ambiente,1
2781,Camilo,15.0,F,Cartagena,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-07-01,0,0,0,Medio Ambiente,Medio Ambiente,1
2782,María,54.0,F,Manizales,hay problemas con la recolección de basura.,Salud,No urgente,2024-06-02,0,1,0,Medio Ambiente,Medio Ambiente,1
2784,María,22.0,Otro,Medellín,la contaminación del río está aumentando.,Salud,Urgente,2024-04-03,1,1,0,Medio Ambiente,Medio Ambiente,1
2786,Laura,36.0,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-07-27,1,1,1,,Medio Ambiente,0
2789,María,47.0,M,Santa Marta,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-03-22,0,0,0,,Medio Ambiente,1
2791,Pedro,65.0,F,Cartagena,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-03-29,0,0,0,,Medio Ambiente,1
2792,Valentina,19.0,Otro,Cúcuta,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-01-27,1,0,1,,Medio Ambiente,1
2796,María,64.0,F,Bucaramanga,la contaminación del río está aumentando.,Seguridad,Urgente,2024-06-14,1,0,0,Medio Ambiente,Medio Ambiente,1
2798,Laura,76.0,F,Santa Marta,hay problemas con la recolección de basura.,Educación,No urgente,2024-03-12,1,0,0,Medio Ambiente,Medio Ambiente,1
2799,María,20.0,F,Bogotá,falta agua potable en varias casas.,Salud,Urgente,2023-02-17,0,1,1,Medio Ambiente,Medio Ambiente,1
2802,Laura,47.0,F,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-01-19,0,1,1,,Medio Ambiente,1
2804,Pedro,42.0,Otro,Manizales,falta agua potable en varias casas.,Educación,No urgente,2023-02-14,1,0,0,Medio Ambiente,Medio Ambiente,1
2812,Pedro,48.0,M,Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-11-24,1,0,0,Medio Ambiente,Medio Ambiente,1
2813,María,48.0,F,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-01-16,1,1,1,,Medio Ambiente,1
2816,Valentina,30.0,F,Cúcuta,falta agua potable en varias casas.,Educación,Urgente,2024-05-18,0,0,1,Medio Ambiente,Medio Ambiente,1
